New CAS,New Deprecated CAS
9002-04-4,"105881-84-3, 53028-63-0, 8050-02-0, 8059-56-1, 9014-41-9, 105881-84-3, 53028-63-0, 8050-02-0, 9014-41-9"
869858-13-9,
89-83-8,
N/A,
194100-83-9,
148-79-8,"1135441-27-8, 123242-33-1, 145316-67-2, 8018-04-0, 8027-10-9, 8028-27-1, 94977-06-7, 98002-42-7, 1135441-27-8, 123242-33-1, 145316-67-2, 1983131-69-6, 8018-04-0, 8027-10-9, 8028-27-1, 94977-06-7, 98002-42-7, 1135441-27-8, 123242-33-1, 145316-67-2, 8018-04-0, 8027-10-9, 94977-06-7, 98002-42-7"
115103-54-3,
274693-27-5,
34787-01-4,
55142-85-3,
220620-09-7,
9031-11-2,121854-92-0
1326244-10-3,
89987-06-4,96538-83-9
26839-75-8,"131628-37-0, 194288-09-0, 131628-37-0"
N/A,
"19387-91-8, 148159-84-6, 25459-12-5",
N/A,
"9005-49-6, 9041-08-1","104521-37-1, 11078-24-3, 1108625-99-5, 1108626-06-7, 11129-39-8, 37324-73-5, 9075-96-1, 91449-79-5"
65899-73-2,144025-07-0
154-42-7,
1953-02-2,
"3313-26-6, 5591-45-7, 49746-04-5",
136310-93-5,
183204-74-2,
174484-41-4,
144494-65-5,151065-53-1
"7440-32-6, 14902-91-1, 14067-04-0","11147-83-4, 12718-64-8, 12794-00-2, 1445772-67-7, 182260-48-6, 195161-81-0, 37246-34-7, 37246-36-9, 37246-37-0, 37261-68-0, 37269-05-9, 37301-57-8, 37333-92-9, 53549-90-9, 54319-51-6, 57854-37-2, 62650-70-8, 67796-94-5, 1445772-67-7, 182260-48-6, 195161-81-0, 53549-90-9, 54319-51-6, 57854-37-2, 62650-70-8, 67796-94-5, 182260-48-6, 195161-81-0, 54319-51-6, 57854-37-2, 62650-70-8, 67796-94-5"
51322-75-9,
"32986-56-4, 11048-13-8, 62169-70-4, 79645-27-5","11098-01-4, 11111-45-8, 34337-51-4, 37321-13-4, 54330-95-9, 70322-33-7"
"41708-72-9, 53984-26-2, 76213-25-7",
N/A,
477600-75-2,
N/A,
1156-19-0,
59-98-3,
64-77-7,100735-34-0
134308-13-7,
26171-23-3,87344-04-5
2398-96-1,94256-64-1
124937-51-5,215929-30-9
"119-53-9, 9000-72-0, 8050-35-9, 579-44-2",579-44-2
150683-30-0,
N/A,
"56-40-6, 25718-94-9, 18875-39-3","1119449-36-3, 1153953-88-8, 1173020-11-5, 1196157-78-4, 52955-63-2, 57678-19-0, 848646-45-7, 87867-94-5, 1119449-36-3, 1153953-88-8, 1196157-78-4, 52955-63-2, 57678-19-0, 848646-45-7, 87867-94-5"
"137-58-6, 6108-05-0","8059-42-5, 8059-66-3, 91484-71-8, 8059-66-3, 91484-71-8"
N/A,
N/A,N/A
97240-79-4,
"123948-87-8, 119413-54-6","133242-28-1, 138121-88-7"
56211-40-6,
89778-26-7,98644-21-4
N/A,
192391-48-3,
N/A,
N/A,
114899-77-3,
"123154-38-1, 27203-92-5","113683-92-4, 73806-46-9, 46941-74-6"
N/A,
871700-17-3,1204531-14-5
87679-37-6,
1197-18-8,
53902-12-8,
"155-09-9, 3721-26-4, 3721-28-6",95-62-5
180288-69-1,
1018448-65-1,
157283-68-6,207742-69-6
19794-93-5,
81846-19-7,
"302-79-4, 97950-17-9, 5300-03-8","187175-63-9, 56573-65-0, 7005-78-9, 56573-65-0, 7005-78-9"
102-76-1,2102168-03-4
"124-94-7, 51855-44-8",83474-03-7
76-25-5,"13586-95-3, 138265-06-2, 8054-16-8, 911437-91-7"
5611-51-8,
396-01-0,
28911-01-5,
90131-68-3,
133-67-5,96782-89-7
76-03-9,
N/A,
N/A,
101-20-2,
3380-34-5,"112099-35-1, 1155174-27-8, 164325-69-3, 261921-78-2, 88032-08-0"
112-24-3,"105093-20-7, 110670-33-2, 1309612-46-1, 1404190-34-6, 14175-14-5, 150139-02-9, 1821166-92-0, 193487-08-0, 2245055-56-3, 39421-77-7, 442681-17-6, 71124-11-3, 801997-18-2, 105093-20-7, 110670-33-2, 1309612-46-1, 1404190-34-6, 14175-14-5, 1821166-92-0, 193487-08-0, 39421-77-7, 71124-11-3, 801997-18-2"
117-89-5,
146-54-3,
70-00-8,
N/A,
"6217-54-5, 25167-62-8","1005411-64-2, 1008399-82-3, 1024594-51-1, 231610-51-8, 25377-50-8, 664303-42-8, 952411-45-9"
N/A,
"144-11-6, 40520-25-0",
13647-35-3,"27107-98-8, 28414-46-2"
138-56-7,
738-70-5,
52128-35-5,
"3564-75-8, 739-71-9, 3564-66-7",
3902-71-4,
91-81-6,
486-12-4,
"57773-63-4, 160296-12-8",
"68917-73-7, 8006-95-9",68917-74-8
97322-87-7,
"102-71-6, 64114-46-1","105655-27-4, 126068-67-5, 1429745-86-7, 36549-53-8, 36549-54-9, 36549-55-0, 36659-79-7, 464917-26-8, 105655-27-4, 1199604-09-5, 126068-67-5, 1429745-86-7, 36549-53-8, 36549-54-9, 36549-55-0, 36659-79-7, 464917-26-8, 105655-27-4, 126068-67-5, 36549-54-9, 36549-55-0, 36659-79-7, 464917-26-8"
2751-09-9,
"77-86-1, 1185-53-1, 136760-04-8","108195-86-4, 1158650-64-6, 119320-15-9, 25149-07-9, 68755-45-3, 83147-39-1, 857365-23-2, 108195-86-4, 1158650-64-6, 119320-15-9, 68755-45-3, 83147-39-1, 857365-23-2"
1508-75-4,
47608-32-2,
147059-72-1,
72-57-1,179472-55-0
9002-07-7,"146990-35-4, 213972-07-7, 214265-38-0, 9068-82-0, 146990-35-4, 214265-38-0, 9068-82-0"
"54-12-6, 73-22-3","154635-35-5, 2416148-24-6, 6912-86-3, 80206-30-0, 154635-35-5, 2416148-24-6, 2831375-12-1, 6912-86-3, 80206-30-0, 154635-35-5, 80206-30-0"
N/A,
"57-95-4, 57-94-3, 6989-98-6","1370-17-8, 30519-12-1, 31498-75-6, 3671-75-8, 548-18-5"
N/A,
1192451-26-5,
"9005-90-7, 8006-64-2, 8052-14-0, 8006-64-2
9005-90-7, 977022-00-6, 8006-64-2; 9005-90-7","8052-40-2, 64827-15-2, 9000-54-8, 9000-54-8, 8052-14-0"
"1401-69-0, 1405-54-5","11112-11-1, 39282-33-2, 8026-48-0, 11112-11-1, 39282-33-2"
25301-02-4,"9014-50-0, 9014-66-8, 9015-10-5"
27293-82-9,
"60-18-4, 25619-78-7","1207451-88-4, 140-43-2, 1991-85-1, 2416148-26-8, 46209-14-7, 55520-40-6, 1207451-88-4, 140-43-2, 46209-14-7, 55520-40-6"
"303-98-0, 4916-59-0","13448-14-1, 55127-92-9, 55870-43-4, 55127-92-9, 55870-43-4"
N/A,
126784-99-4,"136960-00-4, 199015-61-7"
N/A,
98651-66-2,
869113-09-7,
N/A,
N/A,
N/A,
"112-38-9, 1333-28-4, 96451-28-4",949900-17-8
"4076-02-2, 37260-06-3","37260-06-3, 85549-76-4"
120373-24-2,1044661-14-4
"57-13-6, 4744-36-9, 4401-74-5","118548-06-4, 1202865-46-0, 1228376-38-2, 1262769-89-0, 1637232-71-3, 2060607-07-8, 2417243-36-6, 2694035-40-8, 30535-50-3, 860639-56-1, 923953-70-2, 64366-23-0, 8069-94-1, 173144-80-4, 173994-65-5, 174693-33-5, 175276-38-7, 118548-06-4, 1202865-46-0, 1228376-38-2, 30535-50-3"
4105-38-8,293738-13-3
"63-39-8, 108321-53-5",
"97048-13-0, 26995-91-5, 146479-72-3","27115-19-1, 150490-84-9, 169108-34-3, 185568-62-1, 97048-13-0"
9039-53-6,"139639-24-0, 37211-64-6"
128-13-2,"50809-41-1, 80225-86-1"
84012-40-8,
815610-63-0,949907-93-1
1360457-46-0,1575712-03-6
N/A,N/A
N/A,
N/A,
N/A,N/A
N/A,N/A
N/A,N/A
76-60-8,641-19-0
N/A,
N/A,
N/A,
N/A,N/A
N/A,N/A
N/A,
N/A,
N/A,
N/A,N/A
N/A,
N/A,
N/A,
N/A,
N/A,
N/A,
N/A,
N/A,N/A
N/A,
N/A,
N/A,
N/A,
N/A,
N/A,
N/A,
N/A,
N/A,
N/A,
N/A,
N/A,
N/A,
N/A,
410527-75-2,
N/A,
N/A,
N/A,
N/A,
N/A,
N/A,
N/A,
N/A,
"124832-26-4, 124832-27-5",
1025504-45-3,
181695-72-7,
81397-67-3,
175865-60-8,
"72-18-4, 516-06-3","154605-70-6, 1613375-16-8, 16872-32-5, 7004-03-7, 1105707-15-0, 186023-77-8"
76584-70-8,133299-66-8
99-66-1,
56124-62-0,136816-53-0
137862-53-4,
"7440-62-2, 14782-33-3, 22537-31-1, 22541-77-1","195161-77-4, 24763-58-4, 24763-58-4"
1404-90-6,
443913-73-3,338992-00-0
121-33-5,"52447-63-9, 8014-42-4"
224785-90-4,
249296-44-4,
150683-30-0,
50700-72-6,"63884-29-7, 72254-12-7, 74531-67-2, 63884-29-7, 74531-67-2"
943609-66-3,259103-89-4
N/A,
N/A,
517-43-1,
"7440-43-9, 72172-64-6, 81271-94-5, 7440-43-9 (elemental)",
884604-91-5,
1377049-84-7,1458063-71-2
"918504-65-1, 1029872-54-5",1029872-54-5
1257044-40-8,
93413-69-5,
"52-53-9, 38321-02-7, 56949-77-0, 36622-29-4","1007128-78-0, 56949-77-0, 7482-85-1"
N/A,
N/A,
N/A,
"129497-78-5, 113719-89-4","121987-00-6, 129162-83-0, 136415-38-8"
1638194-78-1,
N/A,N/A
"5536-17-4, 24356-66-9",
"68506-86-5, 60643-86-9",60643-86-9
503068-34-6,
163521-12-8,
865-21-4,
57-22-7,
71486-22-1,
42971-09-5,"115986-87-3, 80038-06-8"
N/A,
N/A,
879085-55-9,
"123-31-9, 3225-30-7","57534-13-1, 8027-02-9, 8027-02-9"
"1406-18-4, 59-02-9","121854-78-2, 18920-62-2, 2484908-93-0, 364-49-8, 11105-14-9"
"11006-87-4, 7771-44-0, 506-32-1",
"12001-79-5, 27696-10-2, 81818-54-4",
N/A,
184362-10-5,
N/A,
618385-01-6,
1646819-03-5,
757971-58-7,
"188416-29-7, 137234-62-9",173967-54-9
149647-78-9,
508233-74-7,
1535212-07-7,1929654-80-7
"81-81-2, 5543-58-8","5543-56-6, 56573-89-8, 56573-89-8"
N/A,
"7732-18-5, 17778-80-2, 3352-57-6","1202864-49-0, 1371582-34-1, 558440-22-5, 558440-53-2, 652133-48-7, 1202864-49-0, 1371582-34-1, 2886715-16-6, 558440-22-5, 558440-53-2, 652133-48-7, 1202864-49-0, 558440-53-2"
N/A,
"7647-14-5, 14762-51-7, 32343-72-9, 8028-77-1","11062-32-1, 11062-43-4, 418758-90-4, 8028-77-1, 11062-32-1, 11062-43-4, 418758-90-4"
N/A,
N/A,N/A
30655-48-2,
N/A,
8027-33-6,"12002-20-9, 1312925-82-8, 53029-05-3, 68439-52-1, 68603-29-2, 8013-34-1, 8036-49-5, 8039-10-9, 945857-88-5"
N/A,
N/A,N/A
"121-54-0, 5929-09-9","324034-09-5, 39362-38-4, 39362-38-4"
N/A,
"11138-66-2, 98112-77-7","12673-42-6, 12771-06-1, 200013-98-5, 37189-49-4, 37279-85-9, 37332-19-7, 37383-52-1, 39393-27-6, 39444-54-7, 478314-71-5, 51811-95-1, 54511-23-8, 56592-13-3, 615269-70-0, 706786-85-8, 80450-59-5, 82600-55-3, 85568-76-9, 9088-32-8, 98112-77-7, 12771-06-1, 37189-49-4, 37279-85-9, 37332-19-7, 37383-52-1, 39393-27-6, 39444-54-7, 478314-71-5, 51811-95-1, 54511-23-8, 56592-13-3, 615269-70-0, 706786-85-8, 80450-59-5, 82600-55-3, 85568-76-9, 9088-32-8, 98112-77-7"
437-74-1,
127-40-2,"1407-74-5, 148124-35-0, 25312-96-3, 28368-07-2, 34026-62-5, 34445-91-5"
"9068-42-2, 9025-57-4, 7554-16-7",
87-99-0,"12426-00-5, 16277-71-7, 37191-59-6, 7313-55-5, 75398-81-1, 84709-42-2, 12426-00-5, 37191-59-6, 7313-55-5, 75398-81-1, 84709-42-2"
526-36-3,
"25990-60-7, 58-86-6, 10257-31-5, 50855-32-8, 7261-26-9","133-56-2, 141492-19-5, 41247-05-6, 141492-19-5, 36441-93-7; 7261-26-9"
N/A,
"37247-87-3, 146-48-5",
N/A,
107753-78-6,
7481-89-2,
151319-34-5,
139110-80-8,
144-68-3,"32638-35-0, 34182-33-7"
N/A,
107452-89-1,"148979-96-8, 148979-97-9, 150770-63-1"
30516-87-1,399024-19-2
111406-87-2,"133305-01-8, 154003-29-9"
"7440-66-6, 15176-26-8, 19229-95-9","118102-83-3, 12793-53-2, 1865801-44-0, 195161-85-4, 199281-21-5, 2443494-44-6, 298688-49-0, 91741-63-8, 195161-85-4, 199281-21-5, 298688-49-0"
N/A,
146939-27-7,
7440-67-7,"141631-74-5, 141631-75-6, 141631-77-8, 182260-46-4, 1864797-49-8, 141631-75-6, 141631-77-8, 182260-46-4"
17141-74-1,543686-27-7
N/A,
118072-93-8,
139264-17-8,
82626-48-0,
68291-97-4,
